"First Name","Last Name","Date of Birth (Y-m-d)",State,Sex,"Height (cm)","Weight (KG)"
Scot,Hettinger,1972-10-23,SouthDakota,male,192,62
Filomena,Lang,1988-07-07,Nevada,female,155,102
Eriberto,Ruecker,1983-05-13,NorthDakota,male,175,123
Harmony,Daniel,1968-05-03,NorthDakota,male,179,100
Manuela,Hackett,1964-09-01,Louisiana,female,167,112
Hilda,Crona,1979-04-26,Iowa,female,166,117
Declan,Satterfield,1988-05-17,Vermont,male,185,142
Joany,Gaylord,1980-12-14,Iowa,female,156,59
Brandy,Wilderman,1975-03-24,NewYork,female,178,124
Icie,Walker,1966-02-28,Pennsylvania,female,180,132
Laney,Bins,1991-09-18,Nevada,female,199,113
Julio,Kassulke,1985-12-18,NewYork,male,173,125
Magnus,Grady,1990-05-13,Minnesota,female,163,69
Nathen,Fisher,1964-03-24,Nebraska,male,182,134
Arnulfo,Erdman,1969-05-04,Florida,female,150,61
Leonard,Jacobi,1966-11-13,Nevada,female,182,96
Helene,Reilly,1988-10-30,Kentucky,male,171,62
Fabian,Reichert,1971-07-13,Colorado,male,177,76
Justus,Shanahan,1990-02-04,NewHampshire,male,170,139
Calista,Wiza,1988-08-22,Maryland,female,156,95
Jarret,Schinner,1989-10-20,Maine,male,190,91
Jedediah,Sporer,1983-01-17,Ohio,male,178,142
Lenore,Doyle,1981-08-24,Louisiana,male,190,62
Isabell,O'Reilly,1993-07-23,Alaska,male,185,132
Kris,Lehner,1984-11-25,Tennessee,male,152,133
Salma,Rogahn,1964-11-18,RhodeIsland,female,199,93
Rolando,White,1982-08-01,Tennessee,female,174,139
Doyle,Altenwerth,1990-04-24,Maryland,female,192,88
Marianna,Swaniawski,1985-01-25,Arkansas,female,164,132
Freddy,Brown,1972-05-26,Wisconsin,male,170,147
Mona,Satterfield,1973-08-18,Missouri,female,163,124
Bernadette,Reichert,1985-12-07,Delaware,male,186,74
Taurean,Cassin,1986-03-27,NorthCarolina,male,192,51
Alexandre,Ledner,1981-09-01,Alaska,male,156,128
Chandler,Abshire,1982-09-29,Vermont,female,159,133
Haleigh,Beatty,1977-04-10,Alabama,male,167,129
Norval,Crona,1989-01-28,Colorado,male,197,72
Horacio,Rowe,1965-02-27,Hawaii,female,181,54
Rickie,Lowe,1979-02-27,Connecticut,male,177,86
Myra,Tillman,1980-07-09,RhodeIsland,male,164,130
Etha,Gerhold,1991-02-19,Minnesota,female,171,160
Veda,Reilly,1964-12-02,Indiana,male,198,128
Edwina,Gislason,1984-11-13,Louisiana,male,165,109
Anya,Olson,1987-07-16,Virginia,female,188,124
Wilfred,Treutel,1991-04-20,Nebraska,female,199,144
Toy,Von,1986-10-09,NorthCarolina,male,197,72
Tierra,Kunze,1985-07-04,Texas,male,164,63
Hayden,Kuhn,1981-03-28,Indiana,male,172,132
Parker,Schaden,1976-06-17,Nebraska,female,198,82
Ahmed,Conn,1991-10-21,Vermont,female,159,113
Elmore,Schiller,1982-04-15,Texas,female,166,160
Leopoldo,Dare,1987-04-30,Pennsylvania,male,156,154
Casimir,Herzog,1990-10-25,Florida,female,157,77
Clemens,Russel,1981-12-13,Colorado,male,159,50
Chaya,Lesch,1988-10-17,Pennsylvania,male,198,158
Meta,Dibbert,1966-04-09,Oklahoma,male,173,150
Percy,Herman,1967-11-18,Indiana,female,184,70
Harrison,Nolan,1971-01-12,NorthDakota,male,154,118
Claudie,Schuppe,1966-05-12,Idaho,female,178,112
Santina,Glover,1993-08-15,Hawaii,male,167,133
Gregory,Satterfield,1965-02-06,RhodeIsland,male,194,58
Dena,Jaskolski,1985-03-03,NewMexico,male,169,72
Nikko,Hessel,1977-02-19,Florida,male,181,89
Parker,Lockman,1974-08-21,Ohio,male,168,111
Dustin,Hilll,1978-05-13,Maine,male,190,105
Jasmin,Gibson,1973-08-24,Alabama,male,154,155
Kiarra,Moore,1993-01-01,Colorado,male,178,118
Deja,Romaguera,1991-05-24,Kentucky,male,158,129
Nat,Mosciski,1968-09-27,Missouri,female,176,81
Napoleon,Huels,1991-08-02,RhodeIsland,male,158,120
Kale,Lindgren,1969-12-03,SouthCarolina,male,169,105
Alexandrine,Crist,1993-05-15,Florida,female,180,148
Sophie,Kuphal,1976-12-26,SouthDakota,male,188,105
Johnathon,Nolan,1968-12-21,Texas,female,157,146
Forest,Johnston,1964-08-30,Vermont,male,178,124
Kristoffer,Lockman,1971-03-07,Illinois,male,197,133
Asa,Boyle,1966-07-07,Virginia,female,161,85
Evie,Dickinson,1990-06-26,Mississippi,male,185,105
Donald,Maggio,1979-10-23,SouthDakota,female,189,52
Urban,Ernser,1993-04-29,Maryland,male,172,71
Jonatan,Crooks,1979-10-15,Colorado,female,193,113
Idella,Welch,1971-07-11,Minnesota,female,167,68
Christy,Schulist,1981-12-29,Hawaii,male,151,151
Reginald,Heidenreich,1969-11-12,WestVirginia,male,154,57
Leopoldo,Wilkinson,1982-09-04,NewJersey,female,185,119
Christop,Beer,1965-07-29,Nebraska,male,190,112
Ramona,Leannon,1985-08-02,NorthDakota,female,192,137
Luisa,Marks,1974-02-18,Washington,male,175,103
Maida,Herman,1964-07-02,Arkansas,male,195,79
Hyman,Konopelski,1969-12-04,Colorado,female,178,127
Rashad,Windler,1980-12-18,NorthDakota,male,193,109
Elmore,Heller,1968-12-17,Missouri,male,183,146
Wyman,Ullrich,1972-01-11,NewMexico,male,167,150
Horacio,Sawayn,1991-12-20,NorthCarolina,male,177,159
Maximus,Kuhlman,1981-12-19,Oregon,female,179,125
Bertram,McCullough,1993-10-16,Michigan,male,166,101
Felipa,Fadel,1970-12-03,Florida,male,190,83
August,Bahringer,1967-10-03,NewHampshire,female,181,139
Velma,Deckow,1965-05-05,Connecticut,female,196,126
Reuben,O'Hara,1969-09-20,Texas,female,162,77
Lola,Ernser,1977-05-25,Arizona,male,189,61
Claud,Jacobson,1990-04-22,Michigan,male,194,134
Amya,Toy,1987-02-28,Oregon,female,156,61
Mikel,Cassin,1971-02-28,Indiana,female,165,120
Payton,Herzog,1984-08-20,Indiana,female,177,74
Delores,Oberbrunner,1974-04-14,Illinois,male,169,109
Adella,Bauch,1966-04-02,Ohio,male,191,87
Hazle,Bartell,1978-04-03,RhodeIsland,male,151,154
Monroe,Kemmer,1982-05-15,SouthDakota,female,186,145
Bertram,Witting,1979-02-23,SouthDakota,male,184,62
Stan,Weimann,1980-08-13,Nevada,male,166,148
Sedrick,Reinger,1985-09-08,NewMexico,male,176,133
Jacinthe,Mayer,1993-03-17,NewYork,male,179,147
Cayla,Little,1974-10-23,NewHampshire,female,177,69
Audreanne,Kreiger,1988-12-07,Maryland,female,175,129
Penelope,Waters,1980-01-18,Florida,male,156,61
Jairo,Koch,1980-12-20,Maine,female,161,151
Alaina,Kohler,1964-09-26,California,female,181,154
Mateo,Ratke,1966-04-09,Wisconsin,female,191,123
Dawn,White,1967-12-14,Pennsylvania,female,185,86
Marianna,Schumm,1993-03-29,Maryland,female,192,122
Neil,Connelly,1986-03-15,Arizona,male,154,68
Mekhi,Hegmann,1980-05-21,Iowa,male,154,132
Keshawn,Larson,1972-02-22,Florida,male,159,81
Kelli,Abshire,1993-05-04,RhodeIsland,male,197,136
Tyrel,Nitzsche,1976-11-20,California,male,195,150
Kyra,Keebler,1986-03-02,Idaho,male,169,63
Kaitlyn,Barton,1980-03-31,Ohio,male,161,131
Vicente,Wuckert,1983-08-21,Illinois,female,200,109
Theresia,VonRueden,1966-12-24,Washington,male,181,75
Lincoln,Luettgen,1981-12-10,Missouri,female,168,57
Rhett,Heathcote,1978-07-29,Arkansas,female,199,66
Sierra,Stracke,1980-10-23,Missouri,female,168,75
Zora,Hahn,1982-08-03,Montana,female,181,96
Orie,Keeling,1966-02-16,Delaware,female,152,89
Dennis,Robel,1990-10-26,Indiana,female,160,77
Anahi,Turner,1992-03-20,Indiana,female,173,120
Oscar,McGlynn,1966-08-21,Montana,male,181,144
Vinnie,Hegmann,1977-12-17,SouthDakota,male,187,143
Providenci,Mitchell,1979-10-28,Virginia,male,175,100
Felicia,Schuster,1975-04-21,Kansas,male,180,140
Carli,Jast,1966-08-10,Nevada,male,167,138
Harmony,Stracke,1973-01-08,Maryland,female,163,66
Dejah,Brekke,1968-02-28,Mississippi,male,196,134
Janie,Herman,1986-06-12,Michigan,male,193,140
Katlynn,Becker,1967-08-21,Florida,female,179,51
Lloyd,O'Kon,1975-08-15,Wisconsin,male,159,101
Jena,Wiegand,1983-12-09,Vermont,male,197,59
Amaya,Orn,1990-06-17,Oklahoma,male,170,140
Maximillian,Lebsack,1987-02-20,Mississippi,male,170,84
Herta,Bauch,1986-02-15,Maine,male,182,150
Shawna,Farrell,1969-06-29,California,male,198,77
Federico,Brown,1978-03-16,Nebraska,male,170,106
Leland,Crist,1978-07-30,Kentucky,male,154,96
Eriberto,Runolfsson,1982-01-07,Arizona,female,159,80
Loren,Hahn,1966-03-06,Utah,female,182,144
Hoyt,Walker,1988-05-15,WestVirginia,male,167,54
Marcos,Balistreri,1981-08-01,RhodeIsland,male,183,158
Ivah,Cronin,1993-06-05,Tennessee,male,193,91
Hester,Mosciski,1975-07-22,Wyoming,female,194,137
Gregorio,West,1979-06-04,Colorado,male,167,97
Laney,Bahringer,1990-05-10,Oklahoma,female,182,92
Dylan,Padberg,1975-05-19,Montana,male,187,137
Lemuel,Lueilwitz,1974-02-20,Massachusetts,female,199,146
Candido,Cormier,1973-08-18,WestVirginia,female,199,56
Derick,Hilpert,1972-01-30,WestVirginia,female,190,127
Gisselle,Ondricka,1979-06-17,Iowa,female,182,53
Lily,Gibson,1972-02-24,Iowa,female,198,127
Elroy,Swaniawski,1967-08-14,Indiana,male,167,110
Evie,Conroy,1973-11-01,NorthCarolina,female,177,96
Tessie,Schuster,1982-10-30,Alabama,male,153,135
Valentin,Lockman,1971-06-23,Indiana,female,175,95
Karlie,Will,1977-12-22,NewHampshire,female,159,65
Breana,King,1975-01-01,Mississippi,male,168,62
Ernest,Towne,1989-02-16,Michigan,male,199,59
Terry,Waters,1977-04-03,Maryland,male,193,148
Lloyd,Pagac,1991-07-01,Nevada,male,179,108
Tom,Jaskolski,1976-04-26,NewYork,female,167,101
Eve,Runolfsdottir,1970-04-13,Vermont,male,155,139
Gertrude,Stracke,1978-01-01,Michigan,female,161,89
Orville,Pfeffer,1974-07-28,Maine,female,156,97
Ryley,Ratke,1979-02-05,Wyoming,male,174,152
Elissa,Gutmann,1987-12-23,Iowa,male,160,61
Rubye,Legros,1975-09-18,Oklahoma,male,186,101
Kaela,Robel,1975-09-23,Alabama,male,154,97
Florida,Donnelly,1974-06-22,Maine,male,177,80
Warren,Denesik,1973-10-22,Texas,female,184,144
Wiley,Bechtelar,1982-10-02,SouthDakota,male,193,72
Diamond,Heller,1980-12-04,Texas,male,186,84
Glennie,Collier,1992-11-24,Washington,male,157,109
Makenzie,Swift,1964-06-02,NewJersey,female,199,124
Riley,Waters,1973-02-27,Georgia,female,179,65
Selmer,Boehm,1964-07-29,Utah,female,179,88
Art,Ryan,1964-11-02,Florida,male,187,56
Waldo,Kuhn,1981-03-04,Tennessee,female,200,67
Asha,Stehr,1976-06-05,Kansas,male,167,127
Deondre,Stark,1981-02-02,Texas,female,179,91
Connie,Dooley,1964-05-08,NewYork,male,167,75
Tara,Terry,1992-01-18,WestVirginia,male,179,156
Carol,Altenwerth,1971-04-12,Arkansas,female,180,60
Mac,Mraz,1982-07-05,Wisconsin,female,200,57
Jimmy,Price,1975-09-24,Kansas,female,190,121
Kiana,Smitham,1976-02-02,Kentucky,male,176,74
Candice,Lindgren,1975-03-19,Kansas,male,168,155
Janae,Grimes,1971-01-17,Ohio,male,184,154
Antwan,Cassin,1976-08-21,Pennsylvania,female,170,81
Olga,Reinger,1969-12-17,Alaska,male,171,145
Kris,Cremin,1971-02-27,Arizona,female,164,72
Mitchell,Zemlak,1989-09-26,Montana,female,168,136
Arch,Kovacek,1977-10-24,Iowa,female,188,92
Serenity,Ritchie,1973-03-18,Pennsylvania,female,183,90
Drake,Pouros,1991-01-30,Pennsylvania,male,162,67
Karen,Cole,1977-07-13,Arkansas,female,199,126
Tiara,Schultz,1966-08-13,NewYork,female,152,55
Mara,Flatley,1991-02-24,Alaska,male,158,129
Caden,Wolf,1969-12-19,Alaska,female,172,63
Arnoldo,Wilderman,1987-07-10,Maine,female,171,110
Weldon,Herzog,1973-02-15,Kentucky,female,189,142
Audrey,Zemlak,1991-12-31,Nevada,female,168,71
Precious,Witting,1977-03-18,Arizona,female,196,154
Jaydon,Orn,1993-03-09,Missouri,male,178,117
Vella,Lubowitz,1981-06-05,NewJersey,male,163,144
Bartholome,Barton,1982-02-26,Massachusetts,male,181,140
Cecil,Schaden,1983-10-23,Virginia,male,159,145
Jerel,Jast,1965-12-19,WestVirginia,female,185,53
Eduardo,Jerde,1966-03-14,Connecticut,male,158,102
Gage,Donnelly,1985-02-13,California,female,195,149
Marielle,Toy,1986-03-26,Washington,male,175,125
Hollis,Donnelly,1975-10-16,Idaho,female,165,54
Jamar,Schulist,1976-03-11,WestVirginia,female,194,155
Frances,McCullough,1964-09-04,NorthDakota,male,193,105
Amari,Rohan,1976-07-20,Colorado,male,158,134
Mafalda,Block,1973-10-01,RhodeIsland,female,183,91
Timmy,Oberbrunner,1984-12-07,Wyoming,female,192,111
Terrence,Harber,1974-09-23,Wisconsin,female,153,78
Matilde,Schmitt,1989-08-21,Washington,male,150,95
Daniela,Koepp,1989-10-21,NorthDakota,male,153,84
Hazle,Koelpin,1987-02-06,Delaware,female,185,139
Jillian,Hyatt,1978-11-07,Alaska,female,156,61
Anissa,Boyer,1976-04-30,NewMexico,female,189,159
Ronny,Schroeder,1970-10-14,Indiana,male,167,141
Aiden,Nitzsche,1978-07-10,Maryland,male,177,50
Norma,Leffler,1992-12-10,NorthDakota,male,178,123
Edyth,Jast,1983-07-30,Montana,female,171,105
Jerrell,Kunde,1975-01-11,Hawaii,male,156,112
Kacie,Hodkiewicz,1981-11-02,RhodeIsland,female,194,113
Deshaun,Breitenberg,1966-11-22,NewHampshire,female,154,121
Berry,Bosco,1977-04-03,Montana,female,159,87
Tess,Conroy,1993-06-17,Michigan,female,200,102
Dejah,Miller,1968-06-10,Oregon,female,191,76
Jalen,Vandervort,1969-12-26,Hawaii,female,181,114
Erin,Bogan,1970-10-09,Missouri,female,195,62
Brook,Muller,1989-07-19,Ohio,male,198,125
Esteban,King,1991-03-20,NewJersey,female,169,60
Katelynn,Flatley,1981-07-21,California,male,168,74
Samantha,Bogan,1989-07-17,Alabama,female,179,59
Tyler,White,1967-04-26,SouthDakota,female,161,67
Agustin,Sipes,1973-03-25,Maryland,female,159,89
Berry,Haley,1981-12-29,NewYork,male,197,87
Kianna,Kunde,1977-07-19,Iowa,female,190,67
Josiah,Boyer,1967-09-11,Nebraska,male,182,135
Alessandra,Gerlach,1991-02-05,Arizona,male,165,124
Holden,Cronin,1973-03-09,Utah,male,199,118
Sabrina,Kris,1975-07-09,Colorado,male,165,160
Toney,Grimes,1974-03-14,Virginia,male,157,88
Alize,Weimann,1969-01-02,NewHampshire,male,177,153
Casandra,Armstrong,1974-07-11,Oregon,female,175,68
Rachel,DuBuque,1987-07-05,Kansas,female,156,88
Winston,Ledner,1980-10-02,Washington,male,153,81
Casimir,Fay,1990-04-06,Idaho,male,175,58
Geovany,King,1984-01-25,Florida,male,157,128
Kirk,Volkman,1976-05-29,Alabama,female,170,51
Dee,King,1966-04-01,Delaware,male,188,160
Macie,Senger,1977-10-01,Arizona,male,190,83
Maudie,Bernier,1967-03-23,NewJersey,female,197,99
Hettie,Herman,1969-04-25,Nebraska,female,163,159
Lance,Sporer,1978-12-10,Michigan,female,185,104
Ayden,Hettinger,1986-10-06,Wisconsin,male,164,117
Kristofer,Brakus,1963-12-28,Alabama,female,161,125
Vincenzo,DuBuque,1991-06-30,Virginia,female,175,68
Tyson,Vandervort,1978-02-28,Missouri,male,198,85
Celestine,Jast,1964-03-01,Massachusetts,male,158,129
Magdalen,Ledner,1987-06-09,Delaware,male,151,102
Maymie,Grimes,1981-03-11,Michigan,female,177,80
Aliya,Hermiston,1988-09-25,Tennessee,male,151,71
Napoleon,Rippin,1969-03-10,Texas,male,193,101
Monte,Armstrong,1971-03-11,Nevada,female,182,67
Thora,Weissnat,1967-03-02,Washington,male,178,99
Beatrice,Schaden,1985-03-06,Kentucky,female,192,124
Vita,Beier,1974-12-01,Massachusetts,male,170,69
Karl,Ankunding,1967-02-10,Alabama,male,151,63
Catalina,Koch,1972-10-21,Hawaii,male,169,81
Chad,Wyman,1978-07-14,Pennsylvania,female,188,85
Lisette,Krajcik,1990-05-26,Mississippi,female,155,144
Jayce,Schiller,1964-03-26,Maine,male,189,147
Herbert,Schulist,1978-03-07,Nebraska,male,194,131
Deontae,Rau,1986-11-14,Utah,female,199,90
Marques,Kub,1989-08-14,Ohio,male,178,152
Jena,Abernathy,1981-01-16,Wisconsin,female,187,134
Marina,Reichel,1974-11-09,Louisiana,female,180,67
Clement,Becker,1979-08-28,Iowa,male,182,71
Denis,Beahan,1965-08-20,NewJersey,male,150,113
Melba,Schiller,1975-10-23,Idaho,female,154,85
Angela,Raynor,1988-08-01,NewMexico,female,182,97
Giuseppe,Kertzmann,1968-03-12,Nebraska,male,173,71
Kali,Zboncak,1975-08-12,NewMexico,male,174,56
Austyn,West,1966-12-08,Vermont,male,199,53
Eliane,Welch,1965-01-22,Delaware,male,180,114
Lilliana,Mueller,1993-09-17,Nevada,male,185,85
Narciso,Berge,1964-09-03,Maryland,male,172,152
Johnpaul,Quigley,1986-07-25,NewMexico,female,169,113
Bobbie,Stroman,1969-05-24,NorthDakota,male,172,113
Jesus,Lebsack,1986-01-24,Louisiana,male,189,123
Deondre,Bernier,1990-03-25,Georgia,female,171,83
Ardella,Franecki,1974-12-29,Oklahoma,male,197,134
Antonietta,Feil,1976-12-22,Washington,male,166,76
Virgil,Kautzer,1988-10-16,NewMexico,male,172,72
Sim,Konopelski,1969-09-18,Idaho,female,196,139
Alfonso,Schmitt,1979-10-03,Florida,male,165,105
Zackery,Ziemann,1981-05-01,Iowa,female,174,154
Toney,Pouros,1985-12-27,Colorado,female,190,85
Janessa,Ratke,1991-11-02,Idaho,male,165,133
Raven,Larkin,1979-08-31,Connecticut,female,169,107
Theron,Steuber,1966-05-21,Missouri,male,190,154
Devin,Gleason,1973-07-27,Virginia,female,181,147
Emmitt,Pagac,1981-05-09,Texas,male,181,71
Guiseppe,Hirthe,1987-04-14,Iowa,male,185,119
Howell,Langworth,1978-10-19,Arkansas,male,191,109
Caesar,Koepp,1972-02-22,Michigan,female,175,144
Isaias,Koch,1977-01-26,Iowa,male,175,85
Jane,O'Reilly,1966-05-20,Kentucky,female,171,62
Shyann,D'Amore,1975-11-25,Pennsylvania,female,197,96
Frankie,Rosenbaum,1967-03-10,Alabama,male,150,138
Serena,Fadel,1982-08-27,Mississippi,male,187,115
Warren,Toy,1986-03-30,Oklahoma,female,189,72
Emelia,Haley,1972-05-18,Georgia,male,179,141
Newton,Mayert,1975-01-03,Montana,female,181,108
Jackson,Ernser,1964-12-25,Maryland,male,193,88
Desiree,Johnston,1975-05-26,NewMexico,male,195,143
Sydni,Turner,1976-03-06,Wisconsin,male,172,88
Brady,Cruickshank,1990-02-03,Oklahoma,female,196,136
Grayson,Thompson,1967-03-20,Vermont,female,186,128
Benjamin,Cormier,1990-07-06,Georgia,female,163,129
Ariel,Kunde,1992-05-06,Arizona,male,166,100
Caleigh,Sipes,1988-03-30,WestVirginia,female,166,76
Harry,Renner,1990-01-03,Idaho,male,161,139
Lowell,Ledner,1993-07-02,Idaho,female,165,96
Aniyah,Muller,1978-07-28,Alaska,male,150,79
Grayson,Mertz,1967-09-21,Wyoming,male,163,67
Jody,Kassulke,1979-06-15,NewYork,male,168,115
Tyrese,Schmidt,1989-10-21,Texas,male,189,106
William,Lakin,1988-11-16,Oregon,female,166,74
Einar,Ruecker,1975-11-27,Nebraska,female,163,103
Alexandrine,Schumm,1982-03-19,SouthDakota,male,151,139
Vincenzo,Stiedemann,1975-01-06,Louisiana,male,168,65
Ellie,Pagac,1968-12-21,Texas,male,195,89
Matilde,Lind,1985-01-12,Massachusetts,female,163,122
Teagan,Strosin,1972-12-17,Iowa,female,158,124
Karine,Douglas,1974-06-10,Minnesota,female,170,152
Levi,Kunde,1979-02-14,Oklahoma,female,174,81
Myrl,Medhurst,1991-08-11,Mississippi,male,196,56
Paige,Hills,1990-06-14,Vermont,male,155,91
Kaya,Hessel,1983-09-03,Georgia,female,151,121
Elena,Collier,1992-10-07,Iowa,female,183,123
Clare,Miller,1983-10-06,NewJersey,female,187,53
Tabitha,Hyatt,1968-05-14,Wisconsin,male,153,153
Maye,Runte,1990-03-15,Idaho,female,159,71
Brice,Ziemann,1986-08-02,Kentucky,male,188,89
Everette,Cormier,1978-01-30,WestVirginia,male,178,134
Lavada,Schinner,1983-07-29,NorthCarolina,female,177,76
Jules,Kautzer,1990-05-22,Illinois,female,155,67
Margaretta,Cormier,1965-08-13,Kansas,male,159,79
Alexandra,Krajcik,1974-09-14,NewYork,female,175,82
Reta,Hickle,1969-11-28,NewYork,male,163,155
Clemens,Koepp,1982-08-03,NewYork,male,193,125
Malvina,Schinner,1966-01-06,Utah,male,178,132
Jovanny,Schmeler,1974-08-05,Indiana,female,182,153
Walker,Schuster,1991-11-02,SouthCarolina,female,168,125
Bert,McGlynn,1985-11-19,NewYork,female,188,77
Leann,Zieme,1971-03-02,NorthDakota,female,154,137
Yasmine,Windler,1966-01-21,Maine,male,185,150
Cecile,Luettgen,1988-04-01,Arkansas,male,168,60
Ilene,Paucek,1975-12-03,NewYork,female,170,114
Ottilie,Roberts,1987-08-25,Montana,female,154,144
Julian,Runolfsson,1976-06-11,WestVirginia,male,171,127
Ted,Legros,1981-10-26,Montana,female,191,79
Mozelle,Crona,1980-12-20,Virginia,female,155,149
Kiera,Murazik,1970-03-27,Pennsylvania,female,181,78
Clarabelle,Schiller,1993-05-02,California,female,174,52
Kenyatta,Hayes,1979-10-08,Delaware,female,154,61
Erwin,Dickinson,1975-01-21,Maine,male,198,137
Hudson,Purdy,1974-06-14,Oklahoma,female,199,65
Arnold,Zemlak,1993-06-18,Hawaii,male,162,109
Trycia,Reynolds,1991-03-12,Connecticut,male,191,118
Barrett,Hyatt,1991-04-26,NorthDakota,female,167,54
Halie,Bartell,1983-07-26,Kentucky,female,177,144
Carmen,Bogan,1976-10-30,Alabama,female,174,157
Gordon,Haley,1967-08-04,WestVirginia,male,168,115
Annamarie,Rice,1968-09-04,Idaho,male,197,56
Everett,Wiza,1990-07-28,Delaware,male,187,67
Mckenzie,Abbott,1977-12-12,Tennessee,male,166,61
Eryn,D'Amore,1986-03-25,Tennessee,male,192,57
Shanel,Sauer,1978-09-02,Iowa,female,171,84
Liza,Williamson,1978-08-19,Florida,male,180,63
Buster,Corkery,1976-01-25,SouthDakota,male,181,101
Alexander,Shanahan,1964-11-02,Arizona,male,167,50
Eryn,Osinski,1971-06-01,Maryland,male,167,105
Nathen,Konopelski,1969-06-26,Mississippi,female,161,146
Jaylon,Reichert,1983-12-26,Arizona,female,169,138
Clare,Harris,1977-04-30,Tennessee,male,177,109
Isaias,Roob,1971-10-16,Kentucky,male,191,146
Dahlia,Hirthe,1972-03-08,Pennsylvania,male,194,127
Sophie,Carroll,1993-09-26,Idaho,male,153,62
Grover,Vandervort,1970-03-23,Nebraska,female,190,128
Joaquin,Moen,1982-04-19,California,male,156,86
Annabelle,Von,1981-10-18,Washington,male,176,124
Jacques,Turcotte,1984-12-09,Washington,female,188,50
Robin,Mitchell,1978-05-26,Florida,male,199,75
Norberto,Padberg,1971-02-18,Utah,male,189,117
Donald,Baumbach,1978-12-19,Iowa,female,181,66
Presley,Wyman,1992-02-28,Oklahoma,female,182,157
Coy,Turcotte,1979-01-30,Hawaii,male,188,142
Christa,Hegmann,1972-07-05,Arizona,male,198,149
Elza,Heidenreich,1990-07-09,Maine,male,172,126
Cecil,Price,1991-01-05,Missouri,female,153,140
Lurline,Spencer,1990-04-15,Alabama,male,157,87
Otto,Hintz,1992-12-29,Minnesota,male,161,60
Alex,Stroman,1975-09-24,Arkansas,male,191,57
Letitia,Veum,1992-03-15,Hawaii,male,164,142
Ezra,Schamberger,1992-09-27,Maine,male,177,100
Price,Parker,1975-08-11,NewJersey,male,166,61
Santos,Hermann,1988-09-22,Vermont,female,200,145
Jamie,Muller,1976-12-02,NewHampshire,female,168,139
Reyes,Gorczany,1992-06-22,Maryland,female,193,77
Tracey,McGlynn,1989-07-13,Washington,male,152,83
Selina,Halvorson,1971-12-10,Oregon,female,178,99
Audreanne,Leuschke,1981-12-13,Louisiana,female,188,125
Amani,Goodwin,1964-08-28,Maine,female,197,105
Domenico,McCullough,1965-08-29,Alaska,female,168,136
Helene,Jast,1981-10-06,Georgia,male,170,85
Beau,Kuhic,1991-05-31,NorthCarolina,male,179,121
Scot,Witting,1965-05-21,Virginia,male,186,121
Jed,Kuhic,1977-06-09,WestVirginia,female,185,51
Wyatt,Lockman,1965-08-14,Iowa,male,178,145
Garry,Hoeger,1966-11-18,NorthDakota,male,156,150
Wanda,King,1993-06-19,Texas,female,175,101
Nyasia,Bruen,1983-05-26,Wisconsin,female,161,73
Estrella,Koch,1982-11-18,California,male,151,66
Brook,Bernhard,1984-04-09,Alaska,female,196,106
